"FID","SUBTYPE","JURISDICTI","OWNER","SOURCE","LOCAL_ID","FACILITYID","Lat","Long","Subbasin"
"321.0","15.0","City of Grandville","City of Grandville"," "," ","40158426","42.88172944","-85.755904603","Rush Creek"
"322.0","15.0","City of Grandville","City of Grandville"," "," ","40158661","42.9031874838","-85.7730669146","Buck Creek"
"323.0","15.0","City of Grandville","City of Grandville"," "," ","40161257","42.8857362593","-85.7430379973","Rush Creek"
"324.0","15.0","City of Grandville","City of Grandville"," "," ","40162973","42.9077588381","-85.762215706","Direct Drainage to Lower Grand River"
"325.0","15.0","City of Grandville","City of Grandville"," "," ","40160918","42.878790997","-85.7644008563","Rush Creek"
"326.0","15.0","City of Grandville","City of Grandville"," "," ","40161076","42.8846035035","-85.7655164858","Rush Creek"
"327.0","15.0","City of Grandville","City of Grandville"," "," ","40162726","42.9080264612","-85.7613915308","Direct Drainage to Lower Grand River"
"328.0","15.0","City of Grandville","City of Grandville"," "," ","40162575","42.9077648667","-85.7579535201","Direct Drainage to Lower Grand River"
"329.0","15.0","City of Grandville","City of Grandville"," "," ","40157898","42.8845703424","-85.753016813","Rush Creek"
"330.0","15.0","City of Grandville","City of Grandville"," "," ","40157772","42.8838023241","-85.7696783044","Rush Creek"
"331.0","16.0","City of Grandville","City of Grandville"," "," ","40157814","42.8837633079","-85.766072316","Rush Creek"
"332.0","15.0","City of Grandville","City of Grandville"," "," ","40158418","42.8816841228","-85.7575912119","Rush Creek"
"333.0","15.0","City of Grandville","City of Grandville"," "," ","40158487","42.8806045229","-85.752269189","Rush Creek"
"334.0","15.0","City of Grandville","City of Grandville"," "," ","40162511","42.9089739962","-85.7551467561","Direct Drainage to Lower Grand River"
"335.0","15.0","City of Grandville","City of Grandville"," "," ","40158381","42.8810268276","-85.7570330772","Rush Creek"
"336.0","15.0","City of Grandville","City of Grandville"," "," ","40158442","42.8811043997","-85.7519430339","Rush Creek"
"337.0","15.0","City of Grandville","City of Grandville"," "," ","40163369","42.9088764535","-85.7595860895","Direct Drainage to Lower Grand River"
"338.0","15.0","City of Grandville","City of Grandville"," "," ","40163079","42.8919216145","-85.763640131","Buck Creek"
"339.0","15.0","City of Grandville","City of Grandville"," "," ","40163204","42.9073610441","-85.7665512021","Direct Drainage to Lower Grand River"
"340.0","15.0","City of Grandville","City of Grandville"," "," ","40158511","42.8797058876","-85.7510581063","Rush Creek"
"341.0","15.0","City of Grandville","City of Grandville"," "," ","40161119","42.8846795422","-85.7693276823","Rush Creek"
"342.0","15.0","City of Grandville","City of Grandville"," "," ","40163356","42.9087702789","-85.7598655668","Direct Drainage to Lower Grand River"
"343.0","15.0","City of Grandville","City of Grandville"," "," ","40161237","42.8789027654","-85.7370356156","Buck Creek"
"344.0","15.0","City of Grandville","City of Grandville"," "," ","40158375","42.8807935733","-85.7579669835","Rush Creek"
"345.0","15.0","City of Grandville","City of Grandville"," "," ","40163105","42.8920299704","-85.7617284873","Buck Creek"
"346.0","15.0","City of Grandville","City of Grandville"," "," ","40163097","42.8919452166","-85.7617224343","Buck Creek"
